Timestamp	AL29D	AL30D	AL35D	AE38D	AL41D	GD29D	GD30D	GD35D	GD38D	GD41D	GD46D	BPY6D	BPA7D	BPB7D	BPC7D	BPD7D	BPB8D
7/14/2025	63.08	59.56	64.4	67.08	59.8	64	60.9	65.1	69.35	60.58	60.91	100.95	100.5	99.3	96.75	97
7/11/2025	63.9	59.83	65.39	68.33	60.62	65.37	61.15	66.44	70.5	61.55	61.83	100.9	100.55	99.59	96.9	97.15
7/10/2025	63.78	60.44	66.01	68.86	61.17	65.5	61.85	66.99	71.2	62.44	61.95	101.1	100.35	99.17	96.99	96.88
7/8/2025	63.8	59.95	65.75	68.25	60.9	65.7	61.6	66.6	70.65	61.6	61.36	101.2	100.25	99.37	97.29	96.6
7/7/2025	73.55	68.08	67.9	70.71	62.4	74.5	69.65	68.79	73.5	63.43	65.27	100.55	100.25	99.2	97.17	96.5
7/4/2025	74.24	68.89	68.8	72	63.8	75.95	70.53	69.54	74.24	64.48	66.6	100	99.64	98.9	97.42	97.5
7/3/2025	74.01	68.8	68.69	71.8	63.33	76.25	70.26	69.5	73.97	64.41	66.77	99.75	99.76	98.55	98.2	96.9
7/2/2025	73.96	68.86	68.8	71.56	63	75.82	70.26	69.48	73.85	64.28	66.03	99.71	99.96	98.85	97.44	96.75
7/1/2025	73.75	68.42	68.54	71.4	62.96	75.79	70.15	69.35	73.5	64.11	66.2	99.6	99.5	98.42	96.13	96.05
6/30/2025	74.14	68.45	68.5	71.43	63.21	76	70.23	69.5	73.97	64.11	65.91	99.98	99.89	98.99	96.4	95.8
6/27/2025	74.62	69.1	69.46	72.38	63.99	76.99	70.86	70.05	74.71	64.9	66.78	99.65	100.5	98.4	95.53	95.55
6/26/2025	74.5	69.2	69.68	72.47	63.38	76.4	70.98	69.8	74.4	64.6	66.49	99.65	100.4	98.44	95.65	95.15
6/25/2025	74.7	68.83	69.2	72.09	63	76.6	70.6	69.75	73.87	64.2	66.15	99.3	100.35	98	94.99	95
6/24/2025	74.4	69	69.6	72.4	63.5	75.61	70.91	70.06	73.98	64.5	66.16	99.14	100.3	97.55	95.24	94.8
6/23/2025	73.7	68	68.26	70.5	61.8	75.03	69.9	68.33	72.45	62.75	64.7	99.04	100.7	97.91	94.37	94.36
6/19/2025	73.9	67.23	67.4	70.59	61.85	75.29	68.94	67.9	73.06	62.5	65.49	98.77	100.4	97.22	95.05	94.99
6/18/2025	74.08	66.92	67.3	70.4	61.86	75.58	69.12	67.89	71.8	62.35	65.05	98.5	101.55	97.58	95	94.96
6/17/2025	73	67.3	67.6	70.7	62.25	74.72	69.13	67.91	72.63	62.46	65	98.88	101.1	98.06	95.26	95
6/13/2025	73.28	67.56	68	71.01	62.41	74.93	69.4	68.4	73.1	63.4	65.78	98.85	100.35	97.98	95.35	95.25
6/12/2025	73.94	68.47	68.95	72	63.47	75.05	70.25	69.39	73.85	64.35	65.97	98.82	100.4	97.9	95.3	95.35
6/11/2025	74.16	68.42	69.02	72.13	63.38	76	70.3	69.65	73.73	64.14	66.25	99.07	100	97.8	95.4	95.5
6/10/2025	74.45	68.73	68.8	72	63.46	75.78	70.6	69.32	74	64.39	66.2	98.9	99.9	97.5	95.77	95.65
6/9/2025	74.3	68.07	68.17	71.09	62.5	75.28	69.7	68.72	72.72	63.3	65.5	98.9	99.76	97.19	95.69	95.75
6/6/2025	73.61	67.62	67.86	71	62.49	74.68	69.4	68.56	72.7	63.3	65.25	99.13	100.2	97.18	95.7	95.74
6/5/2025	73.26	67.16	67.79	70.78	62.45	74.61	68.7	68.25	72.77	63.25	65.1	98.9	99.49	97.18	95.5	95.5
6/4/2025	73.78	67.8	68.3	71.31	63	74.71	69.71	69.12	73.2	63.63	66.42	99.01	99.4	97.5	95.35	95.5
6/3/2025	74.03	68.17	68.85	71.78	63.42	75.67	69.8	69.5	73.8	64.33	66.5	99.3	99.58	97.1	95.33	95.3
6/2/2025	73.64	68.18	68.58	71.88	64.19	75.48	69.99	69.31	73.8	64.47	66.23	99.7	100.2	97.18	95.4	95.25
5/30/2025	73.3	68.38	69.2	72.35	63.3	75	70.1	69.6	73.9	64.32	66.04	99.6	99.95	97	95.24	95.36
5/29/2025	73.18	68.5	69.7	72.83	64.25	75.28	70.4	70	74.38	64.82	66.86	99.5	99.65	97.4	94.89	94.96
5/28/2025	73.3	68.75	69.94	72.85	63.8	76.09	70.55	70.5	74.77	64.9	67.57	99.4	99.8	97.15	95.1	95.5
5/27/2025	72.75	68.01	69.14	72.1	63.3	75.25	70.09	69.75	74.55	64.5	67.15	99.19	100.5	96.86	95.11	95.6
5/26/2025	73.05	68.01	69.33	71.98	63.21	74.7	69.94	69.95	74.3	64.57	66.77	99.15	100.25	97.14	95.15	95
5/23/2025	73.3	68.38	69.18	71.95	62.95	75.1	70.8	70	74.5	64.77	66.86	98.9	102	97.66	95.54	95.21
5/22/2025	73.24	68.02	69.22	71.45	63.3	74.86	70.01	69.6	73.95	64.33	66.6	98.17	100.45	97.29	95.65	95.3
5/21/2025	72.72	67.54	69.08	71	63.41	75.55	69.03	69.35	73.53	64.2	67	98.97	100.25	97.39	95.1	95
5/20/2025	72.9	67.96	69.21	71.7	63.41	75.44	69.96	69.99	74.2	64.53	66.97	98.91	100.1	97.4	95.46	95.67
5/19/2025	73.45	67.89	69	71.46	64.05	75.34	69.5	69.45	73.99	64.4	66.66	99.1	100.5	97.5	95.25	95.61
5/16/2025	73	66.66	68.12	70.58	63.77	75.46	68.56	68.83	73	63.4	66.4	99.11	100	97	94.6	94.61
5/15/2025	72.73	67.3	68.72	71.25	64.43	74.89	68.56	69.7	74.17	64.45	66.99	99.3	100.25	97.2	94.6	94.8
5/14/2025	73.14	68.15	69.2	71.51	64.72	75.1	69.8	70.11	74.64	65.2	67.8	99.15	100.35	97.35	94.9	94.8
5/13/2025	72.8	67.91	69.1	71.7	65.1	75.1	69.53	70.05	74.3	65.1	68.39	98.9	100.3	96.7	94.2	94.2
5/12/2025	73.45	68.2	69.2	71.3	65.25	75.68	70.08	70.01	74.25	65.2	68.05	98.1	102	96.7	93.47	93.53
5/9/2025	71.97	67.52	68.5	70.86	64.51	74.03	69.01	69.23	73.89	64.25	66.78	98.8	100.8	96.7	92.79	92.73
5/8/2025	72.2	67.33	68.5	71	64.5	74.85	69.07	69.35	73.63	64.75	67.8	97.76	100.5	96	91.75	91.89
5/7/2025	72.5	67.47	68.4	70.61	63.9	74.61	69.29	68.87	73.7	64.39	66.54	97.6	99.96	95.7	91.25	91
5/6/2025	72.1	67.43	67.99	70.5	63.64	73.86	69.05	69.07	73	63.75	65.79	97.4	99.75	95.5	91.57	91.7
5/5/2025	71.27	67.02	67.05	69.55	63.25	73.54	68.31	68.09	71.32	63.1	64.99	97.39	98.88	95.41	91.5	91.65


5/7/2026												38.73	100.2	100.5	100.5	100.45	89.58
5/8/2026												38.72	100.4	101	100.7	100.65	89.99
