symbol;ticker_pesos;moneda;securityType;sufijo;clase_liquidacion;segmento;cotiza;panel;codigoIsin;tipoEspecie;insType;emisor
CCJ;CCJ;ARS;CD;J;primary;;True;CEDEARs;AR0270854455;Cedears;;BANCO COMAFI S.A.
CCJC;CCJ;cable;CD;C;primary;;True;CEDEARs;AR0270854455;Cedears;;BANCO COMAFI S.A.
CCJD;CCJ;MEP;CD;D;primary;;True;CEDEARs;AR0270854455;Cedears;;BANCO COMAFI S.A.
CCL;CCL;ARS;CD;L;primary;;True;CEDEARs;AR0180391374;Cedears;;BANCO COMAFI S.A.
CCLC;CCL;cable;CD;C;primary;;True;CEDEARs;AR0180391374;Cedears;;BANCO COMAFI S.A.
CCLD;CCL;MEP;CD;D;primary;;True;CEDEARs;AR0180391374;Cedears;;BANCO COMAFI S.A.
CDE;CDE;ARS;CD;E;primary;;True;CEDEARs;ARDEUT115409;Cedears;;BANCO COMAFI S.A.
CDEB;CDE;ARS;CD;B;otro;;False;CEDEARs;ARDEUT115409;Cedears;;BANCO COMAFI S.A.
CDEC;CDE;cable;CD;C;primary;;True;CEDEARs;ARDEUT115409;Cedears;;BANCO COMAFI S.A.
CDED;CDE;MEP;CD;D;primary;;True;CEDEARs;ARDEUT115409;Cedears;;BANCO COMAFI S.A.
CEG;CEG;ARS;CD;G;primary;;True;CEDEARs;AR0100063491;Cedears;;BANCO COMAFI S.A.
CEGC;CEG;cable;CD;C;primary;;True;CEDEARs;AR0100063491;Cedears;;BANCO COMAFI S.A.
CEGD;CEG;MEP;CD;D;primary;;True;CEDEARs;AR0100063491;Cedears;;BANCO COMAFI S.A.
CIBR;CIBR;ARS;CD;R;primary;;True;CEDEARs;AR0110444327;Cedears;;Caja de Valores S.A.
CIBRC;CIBR;cable;CD;C;primary;;True;CEDEARs;AR0110444327;Cedears;;Caja de Valores S.A.
CIBRD;CIBR;MEP;CD;D;primary;;True;CEDEARs;AR0110444327;Cedears;;Caja de Valores S.A.
CL;CL;ARS;CD;L;primary;;True;CEDEARs;ARDEUT110855;Cedears;;BANCO COMAFI S.A.
CLC;CL;cable;CD;C;primary;;True;CEDEARs;ARDEUT110855;Cedears;;BANCO COMAFI S.A.
CLD;CL;MEP;CD;D;primary;;True;CEDEARs;ARDEUT110855;Cedears;;BANCO COMAFI S.A.
CLS;CLS;ARS;CD;S;primary;;True;CEDEARs;AR0777424190;Cedears;;BANCO COMAFI S.A.
CLSC;CLS;cable;CD;C;primary;;True;CEDEARs;AR0777424190;Cedears;;BANCO COMAFI S.A.
CLSD;CLS;MEP;CD;D;primary;;True;CEDEARs;AR0777424190;Cedears;;BANCO COMAFI S.A.
COIN;COIN;ARS;CD;N;primary;;True;CEDEARs;ARBCOM4603U2;Cedears;;BANCO COMAFI S.A.
COINB;COIN;ARS;CD;B;otro;;False;CEDEARs;ARBCOM4603U2;Cedears;;BANCO COMAFI S.A.
COINC;COIN;cable;CD;C;primary;;True;CEDEARs;ARBCOM4603U2;Cedears;;BANCO COMAFI S.A.
COIND;COIN;MEP;CD;D;primary;;True;CEDEARs;ARBCOM4603U2;Cedears;;BANCO COMAFI S.A.
COP;COP;ARS;CD;P;primary;;True;CEDEARs;AR0313306612;Cedears;;BANCO COMAFI S.A.
COPC;COP;cable;CD;C;primary;;True;CEDEARs;AR0313306612;Cedears;;BANCO COMAFI S.A.
COPD;COP;MEP;CD;D;primary;;True;CEDEARs;AR0313306612;Cedears;;BANCO COMAFI S.A.
COPX;COP;ARS;CD;X;especial;;False;CEDEARs;AR0313306612;Cedears;;BANCO COMAFI S.A.
COPXC;COPX;cable;CD;C;primary;;True;CEDEARs;AR0315114816;Cedears;;BANCO COMAFI S.A.
COPXD;COPX;MEP;CD;D;primary;;True;CEDEARs;AR0315114816;Cedears;;BANCO COMAFI S.A.
COST;COST;ARS;CD;T;primary;;True;CEDEARs;ARDEUT110863;Cedears;;BANCO COMAFI S.A.
COSTB;COST;ARS;CD;B;otro;;False;CEDEARs;ARDEUT110863;Cedears;;BANCO COMAFI S.A.
COSTC;COST;cable;CD;C;primary;;True;CEDEARs;ARDEUT110863;Cedears;;BANCO COMAFI S.A.
COSTD;COST;MEP;CD;D;primary;;True;CEDEARs;ARDEUT110863;Cedears;;BANCO COMAFI S.A.
CRM;CRM;ARS;CD;M;primary;;True;CEDEARs;ARBCOM4601J9;Cedears;;BANCO COMAFI S.A.
CRMB;CRM;ARS;CD;B;otro;;False;CEDEARs;ARBCOM4601J9;Cedears;;BANCO COMAFI S.A.
CRMC;CRM;cable;CD;C;primary;;True;CEDEARs;ARBCOM4601J9;Cedears;;BANCO COMAFI S.A.
CRMD;CRM;MEP;CD;D;primary;;True;CEDEARs;ARBCOM4601J9;Cedears;;BANCO COMAFI S.A.
CRWD;CRWD;ARS;CD;D;primary;;True;CEDEARs;AR0766021650;Cedears;;BANCO COMAFI S.A.
CRWDC;CRWD;cable;CD;C;primary;;True;CEDEARs;AR0766021650;Cedears;;BANCO COMAFI S.A.
CRWDD;CRWD;MEP;CD;D;primary;;True;CEDEARs;AR0766021650;Cedears;;BANCO COMAFI S.A.
CRWV;CRWV;ARS;CD;V;primary;;True;CEDEARs;AR0478754218;Cedears;;BANCO COMAFI S.A.
CRWVC;CRWV;cable;CD;C;primary;;True;CEDEARs;AR0478754218;Cedears;;BANCO COMAFI S.A.
CRWVD;CRWV;MEP;CD;D;primary;;True;CEDEARs;AR0478754218;Cedears;;BANCO COMAFI S.A.
CSCO;CSCO;ARS;CD;O;primary;;True;CEDEARs;ARDEUT110095;Cedears;;BANCO COMAFI S.A.
CSCOB;CSCO;ARS;CD;B;otro;;False;CEDEARs;ARDEUT110095;Cedears;;BANCO COMAFI S.A.
CSCOC;CSCO;cable;CD;C;primary;;True;CEDEARs;ARDEUT110095;Cedears;;BANCO COMAFI S.A.
CSCOD;CSCO;MEP;CD;D;primary;;True;CEDEARs;ARDEUT110095;Cedears;;BANCO COMAFI S.A.
CSNA3;CSNA3;ARS;CD;3;primary;;True;CEDEARs;ARCAVA460255;Cedears;;Caja de Valores S.A.
CVS;CVS;ARS;CD;S;primary;;True;CEDEARs;AR0107022060;Cedears;;BANCO COMAFI S.A.
CVSC;CVS;cable;CD;C;primary;;True;CEDEARs;AR0107022060;Cedears;;BANCO COMAFI S.A.
CVSD;CVS;MEP;CD;D;primary;;True;CEDEARs;AR0107022060;Cedears;;BANCO COMAFI S.A.
CVX.B;CV;ARS;CD;X;otro;B;False;CEDEARs;ARDEUT110087;Cedears;;BANCO COMAFI S.A.
CVX;CV;ARS;CD;X;especial;;False;CEDEARs;ARDEUT110087;Cedears;;BANCO COMAFI S.A.
CVXC;CVX;cable;CD;C;primary;;True;CEDEARs;ARDEUT110087;Cedears;;BANCO COMAFI S.A.
CVXD;CVX;MEP;CD;D;primary;;True;CEDEARs;ARDEUT110087;Cedears;;BANCO COMAFI S.A.
CX;C;ARS;CD;X;especial;;False;CEDEARs;ARDEUT110426;Cedears;;BANCO COMAFI S.A.
CXC;CX;cable;CD;C;primary;;True;CEDEARs;ARDEUT112216;Cedears;;BANCO COMAFI S.A.
CXD;CX;MEP;CD;D;primary;;True;CEDEARs;ARDEUT112216;Cedears;;BANCO COMAFI S.A.
DAL;DAL;ARS;CD;L;primary;;True;CEDEARs;AR0051689021;Cedears;;BANCO COMAFI S.A.
DALC;DAL;cable;CD;C;primary;;True;CEDEARs;AR0051689021;Cedears;;BANCO COMAFI S.A.
DALD;DAL;MEP;CD;D;primary;;True;CEDEARs;AR0051689021;Cedears;;BANCO COMAFI S.A.
DD;DD;ARS;CD;D;primary;;True;CEDEARs;ARDEUT110145;Cedears;;BANCO COMAFI S.A.
DDC;DD;cable;CD;C;primary;;True;CEDEARs;ARDEUT110145;Cedears;;BANCO COMAFI S.A.
